id,code,amount,user_id,purchase_id,expiration_date,create_date,update_date
804,68647-206,231,185,,2023-11-09 09:24:07,2024-03-07 13:28:53,2023-11-22 12:53:10
805,55154-5438,79,496,821,2023-10-15 13:58:41,2024-01-26 21:54:10,2024-03-11 22:53:19
806,60505-0095,392,670,,2023-05-26 12:12:12,2024-01-08 21:37:37,2023-06-29 20:28:45
807,23155-220,100,620,902,2023-11-19 18:06:08,2023-07-14 23:25:16,2024-02-01 04:41:09
808,0093-0088,329,304,337,2023-09-28 05:27:46,2024-02-23 01:28:29,2023-07-14 06:42:56
809,36987-2414,72,641,,2023-09-17 00:33:36,2023-06-27 05:53:18,2024-01-14 08:21:12
810,43857-0213,227,23,692,2023-12-18 16:40:12,2024-01-22 09:18:03,2024-04-22 07:50:18
811,64536-6102,53,747,181,2024-03-22 22:30:56,2023-11-11 20:55:03,2023-09-09 06:32:22
812,51346-064,170,137,86,2023-11-03 15:35:02,2023-09-11 02:28:10,2024-02-01 20:04:46
813,16729-277,137,955,740,2023-07-23 03:41:10,2023-06-13 15:51:01,2023-08-10 17:05:56
814,0409-1176,292,955,706,2023-07-25 05:41:48,2024-05-18 13:57:11,2024-03-02 18:26:06
815,14051-221,394,549,477,2023-10-01 23:41:27,2023-11-06 02:10:28,2023-10-23 23:23:26
816,43269-774,459,277,,2023-06-21 16:21:07,2023-07-25 00:30:24,2024-02-23 16:14:08
817,55154-6961,356,181,516,2024-02-19 20:22:48,2023-08-09 19:26:31,2024-01-13 12:53:01
818,52125-602,165,867,,2024-04-23 21:47:40,2023-11-17 01:49:08,2023-09-01 22:38:10
819,0591-3170,167,432,,2024-03-25 14:54:23,2024-03-08 23:41:29,2023-12-30 10:26:19
820,0555-0882,314,660,19,2024-01-11 20:05:47,2023-10-15 10:56:43,2024-04-06 10:23:11
821,0268-0819,314,775,547,2023-06-26 08:04:45,2024-03-30 03:31:05,2023-07-09 22:49:53
822,0409-4887,226,284,879,2024-03-21 12:37:07,2024-02-18 20:50:52,2024-05-04 23:52:44
823,61699-4277,88,56,942,2024-03-06 06:39:18,2024-01-14 01:20:35,2023-12-18 05:23:26
824,0363-0244,144,966,,2023-06-05 13:44:18,2023-12-30 00:01:11,2023-05-24 22:00:53
825,62670-4780,207,981,116,2024-02-28 06:26:05,2023-08-24 13:36:28,2023-07-16 10:30:42
826,33261-816,461,400,,2023-08-06 01:18:00,2024-02-22 00:04:27,2023-10-13 00:20:17
827,58232-0639,500,998,842,2023-09-28 08:32:08,2023-07-19 10:18:03,2023-09-07 16:50:11
828,44118-800,398,249,,2023-05-21 15:03:20,2023-12-27 01:44:02,2023-12-30 16:42:55
829,36987-1734,457,461,159,2024-02-06 02:30:14,2023-08-08 00:04:47,2024-01-30 21:41:36
830,53217-018,293,28,674,2024-05-02 13:00:09,2024-01-02 22:07:04,2024-01-21 18:12:35
831,63629-3773,498,451,336,2024-01-05 17:21:21,2024-01-01 22:45:39,2023-11-01 01:07:05
832,0264-7663,91,103,217,2023-12-07 09:21:36,2023-06-30 07:44:47,2023-09-06 15:26:06
833,10370-214,479,874,339,2023-09-14 20:36:49,2023-08-25 07:53:47,2024-02-03 21:39:10
834,47682-303,106,125,537,2023-06-25 17:42:04,2023-10-29 15:23:56,2023-11-16 04:07:41
835,63824-722,262,975,297,2023-09-25 11:25:47,2024-01-02 15:03:30,2024-01-29 19:59:13
836,64942-1259,313,72,811,2023-06-20 05:05:56,2024-01-08 02:59:49,2024-04-15 08:01:52
837,13668-185,220,970,,2023-11-23 16:38:16,2023-06-18 02:00:43,2023-10-25 21:30:53
838,0641-6072,209,359,,2023-12-29 04:27:15,2023-09-24 01:53:03,2023-11-24 09:00:36
839,0603-4381,119,920,606,2024-01-01 11:11:31,2024-01-30 12:31:47,2023-12-11 09:15:38
840,64058-443,446,696,,2023-12-28 15:50:08,2023-09-02 16:55:01,2023-10-18 09:44:35
841,54868-6335,141,53,,2024-02-24 23:50:27,2023-05-27 06:22:37,2023-07-22 23:40:10
842,68788-9892,156,990,199,2023-10-01 06:46:14,2023-09-29 05:44:29,2023-10-19 10:55:39
843,49288-0705,456,23,,2024-02-27 01:47:58,2023-11-03 03:54:34,2023-12-19 16:59:16
844,43853-0010,83,504,640,2024-01-10 11:51:08,2023-07-29 12:09:20,2024-05-11 16:22:50
845,68479-130,134,974,,2023-07-15 06:57:02,2023-09-30 07:13:24,2024-03-31 10:36:55
846,68084-606,144,447,732,2023-09-26 01:50:20,2023-09-05 05:43:31,2024-04-01 05:10:09
847,41520-130,495,760,94,2024-03-06 05:20:07,2023-10-20 16:03:51,2023-12-03 15:23:11
848,33992-1061,83,223,333,2023-08-05 23:58:01,2023-10-23 13:04:51,2023-12-05 20:39:35
849,0049-0170,93,281,263,2024-03-25 01:43:05,2023-12-02 11:45:16,2024-02-02 11:27:25
850,52959-011,281,859,,2024-04-25 23:28:44,2023-07-04 14:59:52,2023-08-30 14:50:59
851,64725-5375,142,296,994,2024-03-25 20:55:16,2023-06-30 11:49:06,2023-10-16 01:18:00
852,60512-8032,500,530,,2023-10-01 03:37:10,2024-01-27 03:51:47,2024-02-18 19:28:02
853,11103-001,485,710,594,2023-05-25 01:08:01,2024-03-14 11:44:14,2024-04-12 10:43:46
854,0781-1966,151,70,323,2024-01-14 07:20:59,2024-02-13 05:43:47,2024-02-14 13:02:02
855,55289-870,410,728,,2024-03-12 10:15:00,2024-03-04 19:54:42,2024-03-06 18:36:36
856,58118-1303,490,493,960,2024-04-04 08:52:30,2023-09-28 10:26:00,2023-09-18 17:39:34
857,52544-163,452,220,217,2024-01-07 01:59:57,2024-03-30 08:23:34,2024-02-21 07:57:32
858,21695-961,70,282,428,2023-12-04 02:33:54,2023-08-14 22:25:35,2024-05-14 14:49:31
859,50436-0158,86,147,400,2023-11-17 17:00:01,2023-12-26 20:54:05,2023-08-20 15:51:17
860,62257-576,151,5,327,2024-03-28 16:25:13,2024-02-16 07:14:00,2024-01-07 06:27:27
861,0268-6657,341,652,940,2024-04-30 18:22:31,2023-05-26 13:24:17,2023-11-18 21:08:09
862,0179-8711,410,886,,2024-02-24 14:05:41,2024-03-10 06:19:48,2023-06-13 09:54:29
863,0268-1007,95,443,,2024-04-15 12:39:20,2023-07-02 08:47:29,2023-10-12 00:21:02
864,55714-2269,201,944,690,2023-12-03 04:35:22,2023-09-26 20:58:30,2023-06-25 13:07:57
865,68405-016,292,253,,2024-04-20 04:25:49,2024-03-27 11:35:51,2023-05-21 04:31:14
866,59137-550,299,739,,2023-06-24 09:39:27,2024-03-01 18:25:28,2023-08-07 19:48:23
867,0781-2067,170,872,734,2023-10-22 18:13:15,2023-06-11 19:58:48,2023-06-29 08:51:20
868,0363-0957,140,26,,2024-03-18 22:38:42,2024-02-26 02:20:36,2024-05-02 19:42:46
869,41250-042,351,135,141,2024-03-19 02:30:10,2023-12-14 14:03:44,2023-10-01 00:17:01
870,49999-588,188,864,,2023-10-05 08:01:39,2024-03-01 14:38:52,2024-03-04 21:43:31
871,16590-232,58,75,,2024-03-10 01:27:58,2024-03-07 18:31:23,2024-04-01 23:53:34
872,59900-112,268,622,,2023-11-25 18:36:09,2023-10-13 10:08:28,2024-03-30 01:17:40
873,55513-126,206,646,577,2024-05-13 11:01:57,2023-12-10 13:25:04,2023-08-28 23:17:59
874,76237-251,309,717,816,2024-02-20 17:05:55,2024-01-27 09:14:19,2023-07-16 21:21:10
875,41250-946,113,705,565,2023-10-07 07:13:01,2023-10-27 21:07:47,2023-11-28 20:32:50
876,61957-0201,492,962,988,2023-12-02 19:28:35,2023-07-19 04:03:19,2024-03-06 21:56:01
877,68345-883,163,527,836,2024-03-15 10:18:13,2023-08-04 06:23:19,2023-12-03 05:58:40
878,53208-410,214,93,,2024-03-22 05:43:14,2023-10-29 05:31:20,2024-03-04 17:18:10
879,34666-061,155,358,,2023-06-08 04:40:45,2023-09-16 17:08:07,2023-09-05 02:48:35
880,58232-0044,480,387,,2023-10-21 18:34:17,2024-02-21 21:29:16,2024-01-14 00:11:26
881,13537-432,303,164,757,2023-07-13 16:08:56,2024-04-17 09:19:27,2023-09-22 22:26:59
882,10202-130,166,130,,2023-12-18 02:56:26,2023-07-17 20:34:40,2023-07-28 16:03:31
883,36987-1990,123,943,,2024-04-24 01:38:40,2024-02-22 16:20:47,2023-09-09 21:05:23
884,63941-159,322,743,234,2024-03-04 05:17:14,2023-10-02 04:13:34,2023-07-23 05:03:57
885,51672-4111,485,496,542,2023-08-18 11:28:30,2023-11-02 21:14:38,2023-05-29 23:41:38
886,42584-1001,454,476,149,2024-03-12 05:15:42,2024-02-23 07:57:22,2023-12-10 03:59:50
887,55154-4036,341,786,604,2024-05-07 02:31:05,2023-07-11 08:00:57,2023-12-28 01:46:08
888,53807-502,174,622,611,2023-06-16 18:15:12,2023-11-20 08:20:00,2024-02-18 07:55:10
889,58177-312,166,621,,2023-10-12 14:02:06,2023-08-21 04:40:23,2023-09-19 00:23:56
890,60758-910,107,626,,2023-10-15 08:59:57,2023-12-07 22:55:34,2023-07-24 11:16:28
891,54973-1130,487,273,661,2023-07-27 06:00:44,2023-08-06 10:12:57,2024-02-02 08:21:24
892,43857-0188,391,215,479,2023-08-08 14:40:25,2024-03-08 03:16:39,2023-08-21 03:38:08
893,49349-577,235,581,498,2024-01-28 01:47:25,2023-07-12 22:04:18,2024-02-15 16:16:29
894,67046-980,444,466,18,2024-01-27 18:13:06,2023-09-13 19:03:17,2023-12-16 17:08:24
895,10544-602,194,86,,2023-07-01 07:59:49,2023-12-17 11:17:24,2023-12-23 12:21:38
896,55289-765,220,483,,2023-09-12 07:52:45,2023-11-12 06:38:18,2023-08-05 16:57:16
897,63323-064,242,869,,2024-03-16 02:28:41,2023-12-05 10:51:34,2023-07-10 20:35:55
898,0924-1806,228,814,,2024-03-28 08:08:48,2024-03-19 10:59:01,2024-03-25 23:48:39
899,54569-0347,140,777,465,2024-02-24 11:39:27,2024-05-01 20:22:33,2024-03-30 00:19:18
900,58118-0322,427,521,909,2023-09-10 10:14:15,2023-12-07 04:54:22,2023-06-16 20:50:23
901,52125-734,456,610,,2024-04-02 06:26:58,2023-10-30 18:54:44,2023-05-27 22:56:48
902,53808-0870,82,374,379,2023-12-15 22:28:37,2023-11-04 13:26:16,2024-05-09 06:12:57
903,48102-008,367,192,,2024-01-09 15:34:09,2024-03-23 12:22:50,2023-05-21 10:31:00
904,11716-0041,191,161,655,2024-05-19 14:33:46,2023-12-09 02:43:09,2023-12-22 05:28:49
905,49035-328,71,466,,2023-07-04 15:44:30,2023-10-18 14:32:58,2023-12-21 08:04:13
906,35356-669,379,720,,2023-09-28 05:48:01,2024-02-15 12:59:48,2024-02-03 22:45:18
907,59779-114,444,80,,2023-07-02 18:48:58,2023-11-08 11:50:56,2023-06-09 12:34:26
908,42494-119,175,164,178,2023-06-29 06:46:44,2023-09-20 02:47:19,2024-02-17 14:08:22
909,36987-2766,286,153,,2024-01-07 20:09:18,2023-12-23 10:51:42,2023-06-18 08:40:14
910,47335-150,315,726,,2023-07-27 04:41:30,2023-10-24 10:13:36,2023-12-30 05:18:08
911,52685-458,414,983,,2023-11-25 20:29:26,2023-06-12 18:50:29,2024-01-10 07:48:24
912,49035-397,457,376,592,2023-05-29 04:22:34,2023-12-28 09:19:41,2023-07-01 08:38:40
913,55154-5033,468,489,91,2024-03-05 21:32:27,2023-07-31 12:58:49,2024-01-16 04:23:33
914,10812-456,213,152,,2024-05-04 03:14:37,2023-09-26 19:22:53,2023-10-16 14:24:19
915,65044-3362,487,724,722,2023-10-24 16:32:22,2023-10-22 07:48:53,2024-03-23 06:01:45
916,0268-0896,151,744,,2024-01-15 03:03:42,2023-08-08 20:15:49,2023-10-14 21:03:05
917,41250-130,126,219,267,2024-03-13 04:47:32,2023-07-17 03:07:05,2023-10-04 07:05:35
918,52125-286,210,304,629,2023-11-19 00:33:13,2024-02-29 13:03:04,2023-07-30 13:07:35
919,11822-6280,297,312,735,2023-06-29 19:02:09,2024-02-06 03:59:32,2023-08-01 06:49:41
920,62802-116,201,929,773,2023-10-22 14:57:34,2024-03-13 04:55:54,2023-08-04 12:26:53
921,41250-371,108,513,,2023-08-09 17:09:48,2024-01-14 14:36:08,2023-09-04 06:07:32
922,51808-201,387,589,222,2023-06-24 03:57:36,2023-11-05 04:55:48,2023-07-22 00:18:58
923,64159-6010,369,12,977,2023-10-27 17:57:32,2023-07-05 14:16:44,2024-03-21 14:04:50
924,51079-632,283,414,178,2024-01-08 15:09:21,2023-08-25 22:05:20,2023-08-14 03:09:40
925,16571-412,278,638,154,2023-11-30 01:30:05,2023-11-25 20:58:57,2023-08-28 16:44:02
926,42002-427,262,1,241,2024-01-13 20:28:45,2024-01-02 01:34:01,2024-01-02 17:05:24
927,55312-227,141,757,716,2023-09-08 11:13:25,2024-01-20 10:12:52,2023-08-11 03:08:31
928,49738-699,86,942,699,2023-06-21 05:01:12,2023-11-21 02:02:53,2023-10-01 08:33:00
929,61957-1601,449,956,853,2024-03-20 05:12:17,2023-08-06 13:39:00,2023-10-31 11:52:13
930,10096-7817,82,841,882,2023-08-01 22:30:22,2023-12-04 15:17:28,2023-07-03 18:05:21
931,61570-079,71,703,,2023-12-14 11:42:20,2023-07-22 17:16:28,2024-01-02 18:24:28
932,0069-3230,233,339,,2023-05-27 11:22:25,2023-07-20 16:24:08,2023-09-19 07:22:14
933,50021-241,345,801,41,2023-05-28 20:54:44,2024-02-14 00:23:28,2024-05-02 07:23:59
934,58048-0001,402,742,446,2024-03-15 12:09:36,2023-11-08 21:22:53,2024-02-09 03:38:53
935,41163-418,133,914,745,2023-08-03 12:01:44,2024-04-23 14:05:05,2023-06-10 11:06:07
936,49288-0348,198,937,91,2024-02-03 01:37:06,2024-02-24 00:10:41,2023-11-02 16:58:28
937,0338-3580,66,433,862,2023-06-15 11:20:14,2023-11-27 16:50:28,2023-09-15 17:17:45
938,41163-922,60,763,839,2023-06-07 20:05:10,2023-07-30 02:20:08,2023-10-26 10:23:21
939,51069-0001,433,91,4,2024-03-03 13:46:27,2024-03-28 11:29:50,2023-09-28 17:19:43
940,29500-0864,86,594,740,2024-02-03 18:15:06,2023-11-14 07:16:30,2023-09-01 00:35:20
941,66689-810,408,690,927,2024-02-24 09:58:50,2023-12-09 11:37:02,2024-01-24 07:05:34
942,63629-4492,119,589,162,2024-01-28 13:29:49,2023-10-23 15:06:41,2024-03-22 07:45:18
943,41520-074,422,337,451,2023-05-23 12:13:47,2023-09-29 15:40:08,2024-01-04 09:18:37
944,55319-014,90,593,85,2023-10-24 12:53:45,2023-11-19 07:45:12,2023-06-06 08:11:41
945,57520-0931,134,629,,2023-09-08 07:35:06,2023-06-02 09:10:02,2023-12-30 22:01:32
946,0338-6304,389,771,64,2024-01-12 09:15:16,2023-08-26 20:44:32,2024-02-17 14:38:24
947,34690-6001,75,799,835,2023-09-09 05:30:34,2024-03-01 21:02:39,2024-02-14 07:20:22
948,0031-8692,272,812,739,2024-04-13 06:27:53,2023-12-28 15:16:35,2023-07-27 18:09:45
949,67938-1172,389,515,,2023-08-30 14:26:17,2023-09-27 11:54:19,2024-02-28 00:56:57
950,52685-371,144,70,756,2024-05-16 22:05:18,2023-08-10 18:33:36,2024-03-10 14:43:12
951,0013-2658,452,603,14,2023-12-05 16:11:36,2023-08-20 15:04:52,2023-07-18 00:30:11
952,50405-004,481,583,,2024-01-08 19:48:34,2023-08-27 22:57:52,2024-05-10 20:23:23
953,10356-351,130,563,3,2024-05-19 16:13:35,2023-10-14 19:19:06,2023-08-11 21:47:01
954,63323-599,415,734,,2024-03-10 18:09:19,2023-09-30 21:35:05,2023-06-10 18:07:26
955,62040-2001,133,320,,2023-08-20 10:31:18,2024-04-13 16:54:00,2024-05-08 05:21:41
956,63824-344,436,265,74,2024-04-12 18:25:17,2024-05-17 13:23:19,2024-01-24 22:43:56
957,36987-1252,384,861,,2024-01-21 08:46:53,2023-11-26 05:55:45,2023-07-11 02:32:58
958,10956-618,370,140,261,2024-02-01 20:15:36,2023-09-24 15:09:17,2023-06-04 09:40:50
959,62756-352,107,958,770,2023-06-30 11:29:03,2023-10-13 20:48:47,2023-10-19 21:50:34
960,49349-445,295,216,522,2023-10-22 19:58:00,2023-12-22 14:46:43,2023-06-01 02:20:41
961,41520-854,178,777,,2024-02-02 23:53:47,2024-01-05 01:46:37,2023-10-19 00:55:27
962,0065-9240,315,318,677,2023-05-27 06:07:58,2023-08-08 23:50:15,2023-06-23 13:07:49
963,54575-193,315,594,,2023-12-25 07:40:49,2024-02-04 13:00:33,2024-03-08 04:10:50
964,53645-1350,50,328,792,2024-01-22 23:38:02,2023-08-23 04:52:14,2024-02-07 16:02:09
965,66184-135,91,794,946,2023-07-16 04:02:12,2023-07-21 13:26:48,2023-11-28 14:05:31
966,35356-748,98,489,652,2024-01-06 22:25:49,2024-01-13 04:31:50,2023-11-08 10:17:26
967,49884-930,381,685,489,2023-08-14 08:41:32,2024-01-07 19:24:02,2023-12-31 19:10:37
968,68645-449,74,350,394,2024-02-04 04:54:18,2023-10-01 14:04:47,2024-02-01 17:54:36
969,50809-001,339,789,,2023-07-25 06:33:43,2024-04-23 16:42:20,2023-09-15 05:28:49
970,55648-925,337,746,100,2024-02-08 12:44:34,2024-02-09 13:00:19,2024-03-23 13:55:03
971,51769-105,406,188,499,2023-09-29 18:21:32,2023-09-21 15:00:21,2024-01-13 21:29:04
972,43498-301,167,831,273,2024-04-08 14:50:32,2024-05-16 04:33:36,2024-04-14 23:19:46
973,43846-0037,106,185,212,2024-02-21 06:27:26,2023-12-05 16:11:45,2023-05-30 07:04:44
974,51991-073,487,986,779,2023-07-21 23:01:25,2024-05-13 02:00:33,2023-06-06 23:39:20
975,0575-6200,151,234,,2024-04-29 06:09:02,2023-11-12 10:34:33,2023-06-21 04:01:22
976,49035-519,297,828,668,2023-12-28 09:25:05,2024-05-18 05:15:58,2023-08-31 05:33:59
977,55714-4427,307,310,640,2024-01-22 03:00:40,2023-12-09 00:37:41,2024-03-08 01:06:51
978,60760-512,315,584,,2024-04-19 19:00:08,2023-12-24 04:38:23,2024-01-04 12:35:34
979,63029-433,380,115,,2024-04-21 11:17:48,2023-09-04 16:19:40,2023-09-30 20:02:55
980,0603-2109,402,22,288,2023-12-29 14:01:42,2023-11-01 06:41:29,2024-04-25 21:23:10
981,0009-0271,251,187,,2024-03-19 20:21:35,2023-11-18 12:39:33,2023-11-06 00:50:23
982,36800-318,103,676,621,2023-08-19 11:26:35,2023-12-30 10:23:43,2024-03-11 12:07:33
983,50458-605,261,636,,2024-05-16 10:35:30,2023-07-24 11:14:03,2024-03-19 15:36:47
984,49288-0059,467,485,7,2023-07-19 02:21:04,2023-09-15 17:19:06,2024-01-21 16:31:55
985,0641-6018,492,390,148,2024-04-26 23:53:24,2023-11-19 06:11:23,2024-04-20 11:57:58
986,57664-245,280,495,,2023-07-12 01:45:53,2024-01-22 08:23:44,2024-05-05 03:49:30
987,63304-479,435,800,55,2023-08-11 20:20:47,2023-06-05 05:00:16,2024-03-26 04:22:31
988,43742-0092,350,11,384,2024-03-05 10:14:01,2023-06-04 23:01:09,2023-11-06 06:21:05
989,67692-470,398,445,397,2024-03-21 11:07:48,2023-09-15 07:59:22,2024-02-16 09:17:45
990,51672-2080,451,152,,2024-01-30 06:56:28,2023-10-02 02:47:16,2023-07-21 19:24:17
991,64205-357,387,800,436,2023-12-03 23:30:12,2024-03-13 09:59:36,2024-03-09 21:25:34
992,13734-104,198,751,799,2023-05-28 21:14:16,2023-08-20 00:09:27,2023-06-10 13:08:29
993,49349-542,262,947,333,2024-05-20 03:00:10,2023-11-03 23:17:25,2023-06-01 09:19:05
994,31382-753,469,55,516,2023-12-05 23:17:48,2023-06-04 09:23:39,2023-08-17 13:51:52
995,0904-5992,97,828,619,2023-09-04 13:22:16,2024-03-29 06:09:39,2024-05-12 12:25:33
996,48951-8130,168,71,,2023-08-26 04:25:54,2023-12-12 08:10:41,2024-04-12 05:43:48
997,55316-479,52,15,568,2024-03-12 01:31:54,2024-02-11 23:34:57,2024-03-26 17:03:36
998,67544-725,86,62,830,2023-08-03 03:40:18,2023-07-15 05:46:31,2023-11-06 19:50:58
999,25021-816,356,290,24,2024-01-24 16:54:01,2024-05-20 23:57:58,2024-02-11 22:18:14
1000,69003-412,481,833,,2024-01-03 18:00:54,2023-09-07 16:25:45,2023-07-09 04:47:04
